metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09295130623467243
sanity.close_values_probability.score,0.9003680336487907
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.00459863414862696
stats.inv_kl_divergence.marginal,0.9697080366745978
stats.ks_test.marginal,0.9449837927368776
stats.max_mean_discrepancy.joint,0.00178756244687593
stats.wasserstein_dist.joint,0.7161481380462646
stats.alpha_precision.delta_precision_alpha_OC,0.6474053295932679
stats.alpha_precision.delta_coverage_beta_OC,0.3851332398316971
stats.alpha_precision.authenticity_OC,0.5652173913043478
stats.alpha_precision.delta_precision_alpha_naive,0.9463397333591269
stats.alpha_precision.delta_coverage_beta_naive,0.3881252921926135
stats.alpha_precision.authenticity_naive,0.5568022440392707
stats.prdc.precision,0.97054698457223
stats.prdc.recall,0.9547844374342797
stats.prdc.density,0.9988779803646564
stats.prdc.coverage,0.45636172450052576
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8185410553501828
performance.linear_model.syn_ood,0.8182263043204872
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.5410120642421619
performance.mlp.syn_ood,0.5441824257613731
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.8808856358514612
performance.xgb.syn_ood,0.8810486189710567
performance.feat_rank_distance.corr,0.3569748945293589
performance.feat_rank_distance.pvalue,3.7029091493413216e-49
detection.detection_xgb.mean,0.785517258638045
detection.detection_gmm.mean,0.5151182044738326
detection.detection_linear.mean,0.586534721574762
privacy.delta-presence.score,11.2173912994707
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,5.00000001
privacy.k-map.score,3.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,5.00000001
privacy.identifiability_score.,0.11356466876971609
privacy.identifiability_score._privacy.identifiability_score.OC,0.1498422712933754
prdc_precision,0.8121
prdc_recall,0.8725
nn_identifiability,0.5476
coverage_score,1.0
mmd,0.0017
