metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09392528643904681
sanity.close_values_probability.score,0.8980021030494216
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.006323535416522071
stats.inv_kl_divergence.marginal,0.9564806654398136
stats.ks_test.marginal,0.935518396021472
stats.max_mean_discrepancy.joint,0.0016797133462569088
stats.wasserstein_dist.joint,0.7047404050827026
stats.alpha_precision.delta_precision_alpha_OC,0.6132794975325259
stats.alpha_precision.delta_coverage_beta_OC,0.42943023777478695
stats.alpha_precision.authenticity_OC,0.5370121130551817
stats.alpha_precision.delta_precision_alpha_naive,0.9430980337556659
stats.alpha_precision.delta_coverage_beta_naive,0.40466576940332
stats.alpha_precision.authenticity_naive,0.5585464333781965
stats.prdc.precision,0.9636608344549125
stats.prdc.recall,0.942429022082019
stats.prdc.density,0.9733512786002692
stats.prdc.coverage,0.4518927444794953
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8181953374217544
performance.linear_model.syn_ood,0.8177227696895286
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.6408722676615963
performance.mlp.syn_ood,0.655711247816511
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.8851994934336161
performance.xgb.syn_ood,0.8849673441363191
performance.feat_rank_distance.corr,0.4422090047721142
performance.feat_rank_distance.pvalue,1.8427297543628677e-74
detection.detection_xgb.mean,0.8139285672214861
detection.detection_gmm.mean,0.49835776209259713
detection.detection_linear.mean,0.5992937653654604
privacy.delta-presence.score,9.555555552016461
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,4.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,4.00000001
privacy.identifiability_score.,0.11987381703470032
privacy.identifiability_score._privacy.identifiability_score.OC,0.157465825446898
prdc_precision,0.8116
prdc_recall,0.7158
nn_identifiability,0.562
coverage_score,1.0
mmd,0.0012
