metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09459778309385752,0.09573488670025478,0.09512739066139635,0.0005725391806625876
sanity.close_values_probability.score,0.8953732912723449,0.8980021030494216,0.8967753242201191,0.0013231395785612869
sanity.distant_values_probability.score,0.0013144058885383807,0.0013144058885383807,0.0013144058885383805,2.655742100606481e-19
stats.jensenshannon_dist.marginal,0.004254827087828348,0.0051914573352679,0.004748777968521377,0.0004704153815634054
stats.inv_kl_divergence.marginal,0.9548551720041705,0.9629848555654992,0.9590842294695463,0.004074780862224399
stats.ks_test.marginal,0.9426020687280235,0.9478933802315658,0.9446515629480929,0.002840021139449965
stats.max_mean_discrepancy.joint,0.0022723526430013055,0.002272353016411506,0.0022723527834546987,2.0316607885854663e-10
stats.wasserstein_dist.joint,0.7851934432983398,0.7869576215744019,0.7862762014071146,0.0009480956464884907
stats.alpha_precision.delta_precision_alpha_OC,0.6465863453815262,0.6807228915662651,0.6642724153318255,0.01710178251612116
stats.alpha_precision.delta_coverage_beta_OC,0.39892904953145925,0.43319946452476576,0.4136546184738956,0.017636167663051615
stats.alpha_precision.authenticity_OC,0.5120481927710844,0.536144578313253,0.5207496653279786,0.013370136784095168
stats.alpha_precision.delta_precision_alpha_naive,0.9389142778008586,0.9427364630937544,0.940799212174368,0.0019116296369947304
stats.alpha_precision.delta_coverage_beta_naive,0.46425702811244973,0.49049531459170015,0.4776885319053994,0.013130294234617259
stats.alpha_precision.authenticity_naive,0.5080321285140562,0.5301204819277109,0.5214190093708165,0.011765994532293825
stats.prdc.precision,0.9718875502008032,0.9819277108433735,0.9779116465863454,0.005312753636675888
stats.prdc.recall,0.9747634069400631,0.9787066246056783,0.9773045916579041,0.0022046522301803445
stats.prdc.density,0.9730923694779117,1.0136546184738957,0.9982597054886212,0.021976105199604645
stats.prdc.coverage,0.43112513144058884,0.4516298633017876,0.4434805467928496,0.01088023243247892
performance.linear_model.gt,0.8280465056642342,0.8280465056642342,0.8280465056642342,0.0
performance.linear_model.syn_id,0.8202263727462193,0.8266311223320677,0.8237124100285985,0.003239845295400301
performance.linear_model.syn_ood,0.8200498055345701,0.8264424464424465,0.8235823456322072,0.0032489375787618136
performance.mlp.gt,0.6730413353499314,0.6730413353499314,0.6730413353499314,0.0
performance.mlp.syn_id,0.5786928936597343,0.5901367878317617,0.5852828852618485,0.005916179704922501
performance.mlp.syn_ood,0.6005999848105112,0.624990506569454,0.6168059036480089,0.014034974873052134
performance.xgb.gt,0.9172376192597799,0.9172376192597799,0.9172376192597799,0.0
performance.xgb.syn_id,0.878916655182446,0.8846833119651993,0.8814243371059014,0.0029558270279405646
performance.xgb.syn_ood,0.879080310271446,0.8846270011920983,0.8814034175530021,0.0028809006048765395
performance.feat_rank_distance.corr,0.25270765613112933,0.44105401480047024,0.34406482698204116,0.09429940305930787
performance.feat_rank_distance.pvalue,4.407151250085207e-74,1.7548492709207845e-25,5.849497569735948e-26,1.0131626989533333e-25
detection.detection_xgb.mean,0.626559002501675,0.6671251209794884,0.6468773762534863,0.020283151467004934
detection.detection_gmm.mean,0.4991026012947792,0.5177760973382767,0.5098740035274477,0.009661757693937439
detection.detection_linear.mean,0.5510381438354777,0.570449232032616,0.5618818454270905,0.009903726252587229
privacy.delta-presence.score,15.176470579307958,17.999999820000003,16.792156795947097,1.4552770854943562
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.k-map.score,1.0,2.0,1.6666666666666667,0.5773502691896257
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.identifiability_score.,0.11067297581493166,0.11961093585699265,0.11610585348755698,0.004770647595098562
privacy.identifiability_score._privacy.identifiability_score.OC,0.11146161934805468,0.11487907465825446,0.11295127935506484,0.0017503491373499949
prdc_precision,0.8454,0.8715,0.8547666666666668,0.014525953783945944
prdc_recall,0.9132,0.9348,0.9239333333333333,0.010800617266310885
nn_identifiability,0.5194,0.534,0.5273666666666667,0.007390759997005293
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0006,0.0009,0.0008,0.00017320508075688773
