metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.008956881085552048
sanity.close_values_probability.score,0.9920292261707074
sanity.distant_values_probability.score,0.00033211557622052476
stats.jensenshannon_dist.marginal,0.004789566464138016
stats.inv_kl_divergence.marginal,0.8705970928134528
stats.ks_test.marginal,0.9313673249504778
stats.max_mean_discrepancy.joint,0.0021797048182292653
stats.wasserstein_dist.joint,2.17128849029541
stats.alpha_precision.delta_precision_alpha_OC,0.8677397719651241
stats.alpha_precision.delta_coverage_beta_OC,0.4690811535881959
stats.alpha_precision.authenticity_OC,0.4768611670020121
stats.alpha_precision.delta_precision_alpha_naive,0.963199888989107
stats.alpha_precision.delta_coverage_beta_naive,0.37598926894701556
stats.alpha_precision.authenticity_naive,0.5653923541247485
stats.prdc.precision,0.9899396378269618
stats.prdc.recall,0.9609764197940883
stats.prdc.density,0.9818913480885313
stats.prdc.coverage,0.2552308203254733
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7239014778837782
performance.linear_model.syn_ood,0.7238829557740681
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8457928689972769
performance.xgb.syn_ood,0.8461588058682674
performance.feat_rank_distance.corr,0.23468188569878373
performance.feat_rank_distance.pvalue,3.031235721979149e-34
detection.detection_xgb.mean,0.7497021860434482
detection.detection_gmm.mean,0.5074189648793528
detection.detection_linear.mean,0.48519503689936955
privacy.delta-presence.score,21.85714284153061
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,2.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,2.00000001
privacy.identifiability_score.,0.058452341414812356
privacy.identifiability_score._privacy.identifiability_score.OC,0.07389571570906675
prdc_precision,0.5332
prdc_recall,0.7635
nn_identifiability,0.6435
coverage_score,1.0
mmd,0.0046
