metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.01582906335755805
sanity.close_values_probability.score,0.9888741281966125
sanity.distant_values_probability.score,0.0006642311524410495
stats.jensenshannon_dist.marginal,0.005992260300678344
stats.inv_kl_divergence.marginal,0.8685959974201599
stats.ks_test.marginal,0.9221586000817172
stats.max_mean_discrepancy.joint,0.002177238842900812
stats.wasserstein_dist.joint,2.1700644493103027
stats.alpha_precision.delta_precision_alpha_OC,0.8887088584221945
stats.alpha_precision.delta_coverage_beta_OC,0.4590361445783133
stats.alpha_precision.authenticity_OC,0.5301204819277109
stats.alpha_precision.delta_precision_alpha_naive,0.958569911831233
stats.alpha_precision.delta_coverage_beta_naive,0.390227576974565
stats.alpha_precision.authenticity_naive,0.5261044176706827
stats.prdc.precision,0.9879518072289156
stats.prdc.recall,0.9659581534373962
stats.prdc.density,0.9787148594377509
stats.prdc.coverage,0.2638658253072069
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7029860923788123
performance.linear_model.syn_ood,0.7031748002640625
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8432949988856553
performance.xgb.syn_ood,0.8432625427073532
performance.feat_rank_distance.corr,0.370883951434282
performance.feat_rank_distance.pvalue,7.357701373335204e-83
detection.detection_xgb.mean,0.7600350939468713
detection.detection_gmm.mean,0.5005132035745998
detection.detection_linear.mean,0.5040152634685588
privacy.delta-presence.score,24.57142855387755
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.05679176353370973
privacy.identifiability_score._privacy.identifiability_score.OC,0.06725340418465627
prdc_precision,0.5402
prdc_recall,0.7184
nn_identifiability,0.638
coverage_score,1.0
mmd,0.005
