metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.01956318024345075
sanity.close_values_probability.score,0.98737960810362
sanity.distant_values_probability.score,0.0036532713384257723
stats.jensenshannon_dist.marginal,0.006058519771143463
stats.inv_kl_divergence.marginal,0.8714491422430615
stats.ks_test.marginal,0.9205728113839686
stats.max_mean_discrepancy.joint,0.0021783161425887564
stats.wasserstein_dist.joint,2.169142723083496
stats.alpha_precision.delta_precision_alpha_OC,0.8606535766322071
stats.alpha_precision.delta_coverage_beta_OC,0.4655935613682092
stats.alpha_precision.authenticity_OC,0.5050301810865191
stats.alpha_precision.delta_precision_alpha_naive,0.9673119174819029
stats.alpha_precision.delta_coverage_beta_naive,0.37612340710932246
stats.alpha_precision.authenticity_naive,0.5513078470824949
stats.prdc.precision,0.9899396378269618
stats.prdc.recall,0.9649618067087347
stats.prdc.density,0.9492957746478874
stats.prdc.coverage,0.24991697110594488
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.720945352546541
performance.linear_model.syn_ood,0.7211055158942752
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8520788155317071
performance.xgb.syn_ood,0.8526427581181467
performance.feat_rank_distance.corr,0.4531776321286104
performance.feat_rank_distance.pvalue,9.353073162883025e-123
detection.detection_xgb.mean,0.7864465866673239
detection.detection_gmm.mean,0.4735231044192493
detection.detection_linear.mean,0.5126446146999558
privacy.delta-presence.score,27.81818179289256
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.05961474593158419
privacy.identifiability_score._privacy.identifiability_score.OC,0.06675523082032547
prdc_precision,0.4909
prdc_recall,0.7474
nn_identifiability,0.6509
coverage_score,1.0
mmd,0.0038
