metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09573488670025478
sanity.close_values_probability.score,0.8969505783385909
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.004800049482467883
stats.inv_kl_divergence.marginal,0.9594126608389689
stats.ks_test.marginal,0.9434592398846893
stats.max_mean_discrepancy.joint,0.002272352690951285
stats.wasserstein_dist.joint,0.7866775393486023
stats.alpha_precision.delta_precision_alpha_OC,0.6465863453815262
stats.alpha_precision.delta_coverage_beta_OC,0.40883534136546185
stats.alpha_precision.authenticity_OC,0.536144578313253
stats.alpha_precision.delta_precision_alpha_naive,0.9427364630937544
stats.alpha_precision.delta_coverage_beta_naive,0.49049531459170015
stats.alpha_precision.authenticity_naive,0.5301204819277109
stats.prdc.precision,0.9819277108433735
stats.prdc.recall,0.9747634069400631
stats.prdc.density,1.0136546184738957
stats.prdc.coverage,0.44768664563617244
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8242797350075083
performance.linear_model.syn_ood,0.8242547849196049
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.5870189742940494
performance.mlp.syn_ood,0.624990506569454
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.878916655182446
performance.xgb.syn_ood,0.879080310271446
performance.feat_rank_distance.corr,0.3384328100145238
performance.feat_rank_distance.pvalue,2.31072592805523e-44
detection.detection_xgb.mean,0.6671251209794884
detection.detection_gmm.mean,0.4991026012947792
detection.detection_linear.mean,0.564158160413178
privacy.delta-presence.score,15.176470579307958
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.11803364879074658
privacy.identifiability_score._privacy.identifiability_score.OC,0.11487907465825446
prdc_precision,0.8715
prdc_recall,0.9238
nn_identifiability,0.5287
coverage_score,1.0
mmd,0.0009
