metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09459778309385752
sanity.close_values_probability.score,0.8980021030494216
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.004254827087828348
stats.inv_kl_divergence.marginal,0.9629848555654992
stats.ks_test.marginal,0.9478933802315658
stats.max_mean_discrepancy.joint,0.002272353016411506
stats.wasserstein_dist.joint,0.7869576215744019
stats.alpha_precision.delta_precision_alpha_OC,0.665508009047685
stats.alpha_precision.delta_coverage_beta_OC,0.43319946452476576
stats.alpha_precision.authenticity_OC,0.5120481927710844
stats.alpha_precision.delta_precision_alpha_naive,0.9389142778008586
stats.alpha_precision.delta_coverage_beta_naive,0.4783132530120482
stats.alpha_precision.authenticity_naive,0.5261044176706827
stats.prdc.precision,0.9799196787148594
stats.prdc.recall,0.9787066246056783
stats.prdc.density,1.008032128514056
stats.prdc.coverage,0.4516298633017876
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8266311223320677
performance.linear_model.syn_ood,0.8264424464424465
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.5901367878317617
performance.mlp.syn_ood,0.6005999848105112
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.8846833119651993
performance.xgb.syn_ood,0.8846270011920983
performance.feat_rank_distance.corr,0.44105401480047024
performance.feat_rank_distance.pvalue,4.407151250085207e-74
detection.detection_xgb.mean,0.626559002501675
detection.detection_gmm.mean,0.5177760973382767
detection.detection_linear.mean,0.5510381438354777
privacy.delta-presence.score,17.999999820000003
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.11961093585699265
privacy.identifiability_score._privacy.identifiability_score.OC,0.11146161934805468
prdc_precision,0.8474
prdc_recall,0.9348
nn_identifiability,0.5194
coverage_score,1.0
mmd,0.0006
