metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.037063112244257464
sanity.close_values_probability.score,0.9816961561928005
sanity.distant_values_probability.score,0.0006101281269066504
stats.jensenshannon_dist.marginal,0.004423407098794214
stats.inv_kl_divergence.marginal,0.9465878841387396
stats.ks_test.marginal,0.8908508310528849
stats.max_mean_discrepancy.joint,0.0023834723045321805
stats.wasserstein_dist.joint,0.4174894690513611
stats.alpha_precision.delta_precision_alpha_OC,0.9147232037691402
stats.alpha_precision.delta_coverage_beta_OC,0.39646643109540636
stats.alpha_precision.authenticity_OC,0.5318021201413428
stats.alpha_precision.delta_precision_alpha_naive,0.917550058892815
stats.alpha_precision.delta_coverage_beta_naive,0.4118963486454653
stats.alpha_precision.authenticity_naive,0.5600706713780919
stats.prdc.precision,0.8975265017667845
stats.prdc.recall,0.9884075655887736
stats.prdc.density,0.8448763250883392
stats.prdc.coverage,0.6253813300793166
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.36370490082428253
performance.linear_model.syn_ood,0.32634813947372293
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-12075.428798205086
performance.mlp.syn_ood,-12091.405222465175
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9301421340002982
performance.xgb.syn_ood,0.9282964320456978
performance.feat_rank_distance.corr,0.4242424242424242
performance.feat_rank_distance.pvalue,0.06286914699241088
detection.detection_xgb.mean,0.9085106599614216
detection.detection_gmm.mean,0.5059524034923628
detection.detection_linear.mean,0.5919949703945321
privacy.delta-presence.score,7.666666641111111
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,4.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,4.00000001
privacy.identifiability_score.,0.18486882245271508
privacy.identifiability_score._privacy.identifiability_score.OC,0.1610738255033557
prdc_precision,0.6025
prdc_recall,0.8444
nn_identifiability,0.5956
coverage_score,1.0
mmd,0.0041
