metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03734772144590804
sanity.close_values_probability.score,0.9816961561928005
sanity.distant_values_probability.score,0.0012202562538133007
stats.jensenshannon_dist.marginal,0.003879482977039798
stats.inv_kl_divergence.marginal,0.958906758446404
stats.ks_test.marginal,0.887257678840631
stats.max_mean_discrepancy.joint,0.0022226715274966313
stats.wasserstein_dist.joint,0.38554349541664124
stats.alpha_precision.delta_precision_alpha_OC,0.9554323156892891
stats.alpha_precision.delta_coverage_beta_OC,0.4040339702760086
stats.alpha_precision.authenticity_OC,0.6019108280254777
stats.alpha_precision.delta_precision_alpha_naive,0.9331063767479317
stats.alpha_precision.delta_coverage_beta_naive,0.41571125265392783
stats.alpha_precision.authenticity_naive,0.5286624203821656
stats.prdc.precision,0.8869426751592356
stats.prdc.recall,0.9804758999389872
stats.prdc.density,0.8035031847133759
stats.prdc.coverage,0.6449054301403294
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.3844036514964316
performance.linear_model.syn_ood,0.34821912505719144
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-24482.25882293052
performance.mlp.syn_ood,-23424.976466588756
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9438400680130352
performance.xgb.syn_ood,0.942189273899935
performance.feat_rank_distance.corr,0.303030303030303
performance.feat_rank_distance.pvalue,0.19694994338223504
detection.detection_xgb.mean,0.9161257063059928
detection.detection_gmm.mean,0.5018891536759404
detection.detection_linear.mean,0.5976162092533988
privacy.delta-presence.score,6.4999999675
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,2.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,2.00000001
privacy.identifiability_score.,0.18547895057962172
privacy.identifiability_score._privacy.identifiability_score.OC,0.18974984746796827
prdc_precision,0.629
prdc_recall,0.8328
nn_identifiability,0.5889
coverage_score,1.0
mmd,0.0049
