metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03579775087951668
sanity.close_values_probability.score,0.9847467968273338
sanity.distant_values_probability.score,0.0006101281269066504
stats.jensenshannon_dist.marginal,0.003397710394723986
stats.inv_kl_divergence.marginal,0.9616065176777352
stats.ks_test.marginal,0.9067898980486966
stats.max_mean_discrepancy.joint,0.0023260379689319
stats.wasserstein_dist.joint,0.3896801769733429
stats.alpha_precision.delta_precision_alpha_OC,0.9670647603027754
stats.alpha_precision.delta_coverage_beta_OC,0.3734417344173443
stats.alpha_precision.authenticity_OC,0.5056910569105691
stats.alpha_precision.delta_precision_alpha_naive,0.9203252032520325
stats.alpha_precision.delta_coverage_beta_naive,0.43999999999999995
stats.alpha_precision.authenticity_naive,0.5414634146341464
stats.prdc.precision,0.9333333333333333
stats.prdc.recall,0.9938987187309335
stats.prdc.density,0.863089430894309
stats.prdc.coverage,0.6802928615009152
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.0655177900809852
performance.linear_model.syn_ood,0.0057812605032389495
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-2252.1898944572736
performance.mlp.syn_ood,-2377.085115419293
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9449664353093592
performance.xgb.syn_ood,0.9431510636396265
performance.feat_rank_distance.corr,0.5151515151515151
performance.feat_rank_distance.pvalue,0.020980351631393297
detection.detection_xgb.mean,0.8671355850390011
detection.detection_gmm.mean,0.507811778945715
detection.detection_linear.mean,0.54299810619498
privacy.delta-presence.score,5.749999985625
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,3.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,3.00000001
privacy.identifiability_score.,0.20378279438682123
privacy.identifiability_score._privacy.identifiability_score.OC,0.0
prdc_precision,0.6211
prdc_recall,0.834
nn_identifiability,0.5505
coverage_score,1.0
mmd,0.0008
