metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.18733229075865518
sanity.close_values_probability.score,0.6669750231267345
sanity.distant_values_probability.score,0.0009250693802035153
stats.jensenshannon_dist.marginal,0.009859501963423625
stats.inv_kl_divergence.marginal,0.9605064769407089
stats.ks_test.marginal,0.9063314843380456
stats.max_mean_discrepancy.joint,0.006564949928532349
stats.wasserstein_dist.joint,0.02485170215368271
stats.alpha_precision.delta_precision_alpha_OC,0.7967037494849609
stats.alpha_precision.delta_coverage_beta_OC,0.4237330037082818
stats.alpha_precision.authenticity_OC,0.5661310259579728
stats.alpha_precision.delta_precision_alpha_naive,0.8721054800164812
stats.alpha_precision.delta_coverage_beta_naive,0.280758137618459
stats.alpha_precision.authenticity_naive,0.6551297898640297
stats.prdc.precision,0.8318912237330037
stats.prdc.recall,0.9851988899167438
stats.prdc.density,0.6754017305315205
stats.prdc.coverage,0.7613320999074931
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8127198735905166
performance.linear_model.syn_ood,0.8131809528916534
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.8141676848326274
performance.mlp.syn_ood,0.7796052631578947
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8977904768382239
performance.xgb.syn_ood,0.8974059533943748
performance.feat_rank_distance.corr,0.3180353752670808
performance.feat_rank_distance.pvalue,3.1527613422045776e-12
detection.detection_xgb.mean,0.813241435995727
detection.detection_gmm.mean,0.4971842339105418
detection.detection_linear.mean,0.568969481633666
privacy.delta-presence.score,2.4687499992285153
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,29.00000001
privacy.k-map.score,10.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,29.00000001
privacy.identifiability_score.,0.23404255319148937
privacy.identifiability_score._privacy.identifiability_score.OC,0.36077705827937095
prdc_precision,0.6897
prdc_recall,0.8557
nn_identifiability,0.7252
coverage_score,1.0
mmd,0.0008
