metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.006778599771756974
sanity.close_values_probability.score,0.9939393939393939
sanity.distant_values_probability.score,0.0030303030303030303
stats.jensenshannon_dist.marginal,0.012026801991977327
stats.inv_kl_divergence.marginal,0.8291606596080252
stats.ks_test.marginal,0.8571611696230599
stats.max_mean_discrepancy.joint,0.0045594442765813014
stats.wasserstein_dist.joint,0.04376915097236633
stats.alpha_precision.delta_precision_alpha_OC,0.9371717171717171
stats.alpha_precision.delta_coverage_beta_OC,0.3997979797979798
stats.alpha_precision.authenticity_OC,0.5757575757575758
stats.alpha_precision.delta_precision_alpha_naive,0.9269871125043538
stats.alpha_precision.delta_coverage_beta_naive,0.40040404040404043
stats.alpha_precision.authenticity_naive,0.5909090909090909
stats.prdc.precision,1.0
stats.prdc.recall,0.9484848484848485
stats.prdc.density,1.0317073170731708
stats.prdc.coverage,0.9666666666666667
performance.linear_model.gt,0.5104160533806608
performance.linear_model.syn_id,0.49070793686018116
performance.linear_model.syn_ood,0.47908805261870346
performance.mlp.gt,-2.2988603336741944
performance.mlp.syn_id,-0.9158333396080367
performance.mlp.syn_ood,-1.2945961194094298
performance.xgb.gt,0.4757466193148698
performance.xgb.syn_id,0.45908966177378374
performance.xgb.syn_ood,0.497785783850908
performance.feat_rank_distance.corr,0.7999999999999999
performance.feat_rank_distance.pvalue,0.013981724353829097
detection.detection_xgb.mean,0.8232950602485648
detection.detection_gmm.mean,0.5319715194975431
detection.detection_linear.mean,0.6534407222818048
privacy.delta-presence.score,2.9999999700000006
privacy.k-anonymization.gt,1.0
privacy.k-anonymization.syn,3.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,1.0
privacy.distinct l-diversity.syn,3.00000001
privacy.identifiability_score.,0.5363636363636364
privacy.identifiability_score._privacy.identifiability_score.OC,0.5454545454545454
prdc_precision,0.872
prdc_recall,0.7485
nn_identifiability,0.5965
coverage_score,1.0
mmd,0.0282
