metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.034623932358426444
sanity.close_values_probability.score,0.9792556436851739
sanity.distant_values_probability.score,0.0012202562538133007
stats.jensenshannon_dist.marginal,0.003590478991941789
stats.inv_kl_divergence.marginal,0.9403018409384788
stats.ks_test.marginal,0.8994062838241419
stats.max_mean_discrepancy.joint,0.001852364151751371
stats.wasserstein_dist.joint,0.2956817150115967
stats.alpha_precision.delta_precision_alpha_OC,0.1432312415220961
stats.alpha_precision.delta_coverage_beta_OC,0.14256871564217888
stats.alpha_precision.authenticity_OC,0.043478260869565216
stats.alpha_precision.delta_precision_alpha_naive,0.9384621974726922
stats.alpha_precision.delta_coverage_beta_naive,0.40447204968944095
stats.alpha_precision.authenticity_naive,0.5490683229813664
stats.prdc.precision,0.9416149068322981
stats.prdc.recall,0.9786455155582673
stats.prdc.density,0.8705590062111801
stats.prdc.coverage,0.6809029896278218
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.4494545083192234
performance.linear_model.syn_ood,0.41952997750885446
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-2786.2578716584503
performance.mlp.syn_ood,-2261.142836295463
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9390273916552697
performance.xgb.syn_ood,0.936887514490523
performance.feat_rank_distance.corr,0.4848484848484848
performance.feat_rank_distance.pvalue,0.031050242838437284
detection.detection_xgb.mean,0.9196321264454881
detection.detection_gmm.mean,0.5149147254122834
detection.detection_linear.mean,0.5563174794663213
privacy.delta-presence.score,11.4999999425
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,2.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,2.00000001
privacy.identifiability_score.,0.21964612568639413
privacy.identifiability_score._privacy.identifiability_score.OC,0.20744356314826112
prdc_precision,0.7043
prdc_recall,0.8517
nn_identifiability,0.5531
coverage_score,1.0
mmd,0.0012
