metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.036885067171484334
sanity.close_values_probability.score,0.9816961561928005
sanity.distant_values_probability.score,0.0012202562538133007
stats.jensenshannon_dist.marginal,0.0037466091936203846
stats.inv_kl_divergence.marginal,0.9487373946022136
stats.ks_test.marginal,0.9083297818455278
stats.max_mean_discrepancy.joint,0.0018501163773898223
stats.wasserstein_dist.joint,0.2835381031036377
stats.alpha_precision.delta_precision_alpha_OC,0.9323481116584564
stats.alpha_precision.delta_coverage_beta_OC,0.3347171347171347
stats.alpha_precision.authenticity_OC,0.5482295482295483
stats.alpha_precision.delta_precision_alpha_naive,0.9630864665347424
stats.alpha_precision.delta_coverage_beta_naive,0.37378917378917387
stats.alpha_precision.authenticity_naive,0.5311355311355311
stats.prdc.precision,0.8583638583638583
stats.prdc.recall,0.9737644905430141
stats.prdc.density,0.7714285714285715
stats.prdc.coverage,0.6644295302013423
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.429035481082383
performance.linear_model.syn_ood,0.39732192731381905
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-5472.342649938367
performance.mlp.syn_ood,-4273.686403984053
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9491020963510717
performance.xgb.syn_ood,0.948620469627466
performance.feat_rank_distance.corr,0.39393939393939387
performance.feat_rank_distance.pvalue,0.0863171145983646
detection.detection_xgb.mean,0.9100209139097242
detection.detection_gmm.mean,0.5139251359412782
detection.detection_linear.mean,0.5296177764984848
privacy.delta-presence.score,5.62499999296875
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,4.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,4.00000001
privacy.identifiability_score.,0.19463087248322147
privacy.identifiability_score._privacy.identifiability_score.OC,0.1696156192800488
prdc_precision,0.6044
prdc_recall,0.8469
nn_identifiability,0.5812
coverage_score,1.0
mmd,0.0011
