metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.034623932358426444,0.03818723158544241,0.0365654103717844,0.0018030282020836369
sanity.close_values_probability.score,0.9792556436851739,0.9835265405735204,0.9814927801504982,0.0021426995633216494
sanity.distant_values_probability.score,0.0012202562538133007,0.0012202562538133007,0.0012202562538133007,0.0
stats.jensenshannon_dist.marginal,0.003590478991941789,0.0037466091936203846,0.0036456031951018456,8.759574377809669e-05
stats.inv_kl_divergence.marginal,0.9403018409384788,0.9487373946022136,0.9459139750837401,0.00486028171567069
stats.ks_test.marginal,0.8905931379665936,0.9083297818455278,0.8994430678787544,0.008868379154165619
stats.max_mean_discrepancy.joint,0.0018220243623857314,0.001852364151751371,0.0018415016305089748,1.6905209331849338e-05
stats.wasserstein_dist.joint,0.2674296796321869,0.2956817150115967,0.28221649924914044,0.014172309385947731
stats.alpha_precision.delta_precision_alpha_OC,0.1432312415220961,0.9323481116584564,0.569822866715285,0.3984403775876715
stats.alpha_precision.delta_coverage_beta_OC,0.14256871564217888,0.6252873563218392,0.3675244022270509,0.24302584042855432
stats.alpha_precision.authenticity_OC,0.043478260869565216,0.5482295482295483,0.3039337556810129,0.25276336266518046
stats.alpha_precision.delta_precision_alpha_naive,0.9384621974726922,0.9630864665347424,0.9505269636282168,0.012319587251594663
stats.alpha_precision.delta_coverage_beta_naive,0.3499221183800624,0.40447204968944095,0.37606111395289243,0.027345841284281566
stats.alpha_precision.authenticity_naive,0.5311355311355311,0.5514018691588785,0.5438685744252586,0.011088694828707382
stats.prdc.precision,0.8583638583638583,0.9416149068322981,0.8912701802990304,0.044280444148278274
stats.prdc.recall,0.9566809029896278,0.9786455155582673,0.9696969696969697,0.011533412144606755
stats.prdc.density,0.7705607476635514,0.8705590062111801,0.804182775101101,0.057485140008577504
stats.prdc.coverage,0.6644295302013423,0.6809029896278218,0.6717510677242222,0.008387874975514005
performance.linear_model.gt,0.6775116107744574,0.6775116107744574,0.6775116107744573,1.3597399555105182e-16
performance.linear_model.syn_id,0.429035481082383,0.47572463788701286,0.4514048757628731,0.023405603830189158
performance.linear_model.syn_ood,0.39732192731381905,0.4462125298814767,0.42102147823471675,0.024479403294782306
performance.mlp.gt,-6192.146104570998,-6192.146104570998,-6192.146104570998,0.0
performance.mlp.syn_id,-12730.14110106444,-2786.2578716584503,-6996.247207553753,5144.11481652151
performance.mlp.syn_ood,-13473.821006669974,-2261.142836295463,-6669.550082316496,5977.972901574812
performance.xgb.gt,0.955559134422183,0.955559134422183,0.9555591344221831,1.3597399555105182e-16
performance.xgb.syn_id,0.9390273916552697,0.9491020963510717,0.9440712780198325,0.005037365060924683
performance.xgb.syn_ood,0.936887514490523,0.948620469627466,0.9425693974599602,0.00587518378941099
performance.feat_rank_distance.corr,0.39393939393939387,0.606060606060606,0.49494949494949486,0.10642074497831049
performance.feat_rank_distance.pvalue,0.005380307706696595,0.0863171145983646,0.04091588838116616,0.041360487169953206
detection.detection_xgb.mean,0.9100209139097242,0.9416225529895919,0.9237585311149347,0.016199886103166843
detection.detection_gmm.mean,0.5139251359412782,0.5237567226112448,0.5175321946549355,0.00541325992720085
detection.detection_linear.mean,0.5296177764984848,0.5777904647203638,0.55457524022839,0.024133555908780385
privacy.delta-presence.score,3.3888888870061726,11.4999999425,6.837962940824975,4.189390167231096
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,2.00000001,7.00000001,4.333333343333333,2.516611478423583
privacy.k-map.score,2.0,2.0,2.0,0.0
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,2.00000001,7.00000001,4.333333343333333,2.516611478423583
privacy.identifiability_score.,0.19463087248322147,0.21964612568639413,0.20357941834451898,0.013944242193550496
privacy.identifiability_score._privacy.identifiability_score.OC,0.1696156192800488,0.20744356314826112,0.19259711206019933,0.020183471253061774
prdc_precision,0.5946,0.7043,0.6344333333333334,0.060704393031586555
prdc_recall,0.8041,0.8517,0.8342333333333333,0.026206360551082487
nn_identifiability,0.5531,0.5858,0.5733666666666667,0.017701506527223406
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0011,0.0033,0.0018666666666666666,0.001242309676905615
