metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.006379106082638785
sanity.close_values_probability.score,0.9939393939393939
sanity.distant_values_probability.score,0.0030303030303030303
stats.jensenshannon_dist.marginal,0.010712296080995453
stats.inv_kl_divergence.marginal,0.8839618304303627
stats.ks_test.marginal,0.8694247461830582
stats.max_mean_discrepancy.joint,0.0043188869615959965
stats.wasserstein_dist.joint,0.04080332815647125
stats.alpha_precision.delta_precision_alpha_OC,0.1890351793800069
stats.alpha_precision.delta_coverage_beta_OC,0.17136886102403348
stats.alpha_precision.authenticity_OC,0.08787878787878788
stats.alpha_precision.delta_precision_alpha_naive,0.9344688261929641
stats.alpha_precision.delta_coverage_beta_naive,0.3977777777777778
stats.alpha_precision.authenticity_naive,0.5363636363636364
stats.prdc.precision,1.0
stats.prdc.recall,0.9606060606060606
stats.prdc.density,1.0455242966751919
stats.prdc.coverage,0.996969696969697
performance.linear_model.gt,0.5104160533806608
performance.linear_model.syn_id,0.4781550235532655
performance.linear_model.syn_ood,0.46459865283951646
performance.mlp.gt,-2.2988603336741944
performance.mlp.syn_id,-0.9226655145123527
performance.mlp.syn_ood,-1.3041236444597533
performance.xgb.gt,0.4757466193148698
performance.xgb.syn_id,0.23590629351703069
performance.xgb.syn_ood,0.2305391339383663
performance.feat_rank_distance.corr,0.7807200583588265
performance.feat_rank_distance.pvalue,0.015074907310598048
detection.detection_xgb.mean,0.8362702230536625
detection.detection_gmm.mean,0.5462690352817741
detection.detection_linear.mean,0.6515501660406119
privacy.delta-presence.score,1.3749999994270834
privacy.k-anonymization.gt,1.0
privacy.k-anonymization.syn,3.00000001
privacy.k-map.score,3.0
privacy.distinct l-diversity.gt,1.0
privacy.distinct l-diversity.syn,3.00000001
privacy.identifiability_score.,0.5363636363636364
privacy.identifiability_score._privacy.identifiability_score.OC,0.5272727272727272
prdc_precision,0.8465
prdc_recall,0.8212
nn_identifiability,0.5822
coverage_score,1.0
mmd,0.0195
