metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09295130623467243,0.09413661002985493,0.09367106756785808,0.00063222361358136
sanity.close_values_probability.score,0.8980021030494216,0.9003680336487907,0.8994917630564317,0.0012967620563396995
sanity.distant_values_probability.score,0.0013144058885383807,0.0013144058885383807,0.0013144058885383805,2.655742100606481e-19
stats.jensenshannon_dist.marginal,0.00459863414862696,0.006323535416522071,0.005314387593250122,0.0008991002680811366
stats.inv_kl_divergence.marginal,0.9564806654398136,0.9697080366745978,0.9614385676255696,0.007208723448929116
stats.ks_test.marginal,0.935518396021472,0.9449837927368776,0.9418103911364378,0.005449096519299014
stats.max_mean_discrepancy.joint,0.0016797133462569088,0.0018240769073038763,0.0017637842334789048,7.506172136186478e-05
stats.wasserstein_dist.joint,0.7047404050827026,0.7315343618392944,0.7174743016560873,0.01344611698999161
stats.alpha_precision.delta_precision_alpha_OC,0.6132794975325259,0.6474053295932679,0.6358574591088656,0.01955480211052573
stats.alpha_precision.delta_coverage_beta_OC,0.3851332398316971,0.42943023777478695,0.4062601150254545,0.022219071810553857
stats.alpha_precision.authenticity_OC,0.5370121130551817,0.5652173913043478,0.5476307183206464,0.015339488455377848
stats.alpha_precision.delta_precision_alpha_naive,0.9430980337556659,0.9468667774546462,0.945434848189813,0.002040825848617191
stats.alpha_precision.delta_coverage_beta_naive,0.3881252921926135,0.43805220883534124,0.4102810901437583,0.025432717543077618
stats.alpha_precision.authenticity_naive,0.5568022440392707,0.5617469879518072,0.5590318884564248,0.0025078622499800428
stats.prdc.precision,0.9636608344549125,0.97054698457223,0.9665230882700917,0.0035870357971714566
stats.prdc.recall,0.942429022082019,0.9568874868559412,0.9513669821240799,0.007811597244008206
stats.prdc.density,0.9733512786002692,0.9988779803646564,0.9855222027875054,0.01280453177233306
stats.prdc.coverage,0.4518927444794953,0.45636172450052576,0.45434630213810023,0.0022664768938621595
performance.linear_model.gt,0.8280465056642342,0.8280465056642342,0.8280465056642342,0.0
performance.linear_model.syn_id,0.8181953374217544,0.8254762201701447,0.8207375376473607,0.004107458369881941
performance.linear_model.syn_ood,0.8177227696895286,0.8253690938178474,0.8204393892759544,0.0042766665680076185
performance.mlp.gt,0.6730413353499314,0.6730413353499314,0.6730413353499314,0.0
performance.mlp.syn_id,0.5410120642421619,0.7490272034571165,0.6436371784536249,0.10403512908830433
performance.mlp.syn_ood,0.5441824257613731,0.7357180830865041,0.6452039188881294,0.09619916827940565
performance.xgb.gt,0.9172376192597799,0.9172376192597799,0.9172376192597799,0.0
performance.xgb.syn_id,0.8781477843532377,0.8851994934336161,0.8814109712127717,0.0035550855362361353
performance.xgb.syn_ood,0.877906258100164,0.8849673441363191,0.8813074070691799,0.003537649284806751
performance.feat_rank_distance.corr,0.3569748945293589,0.445542568642368,0.4149088226479471,0.050199932096135054
performance.feat_rank_distance.pvalue,1.4687110297459862e-75,3.7029091493413216e-49,1.2343030497804406e-49,2.13787559415694e-49
detection.detection_xgb.mean,0.7572084031385105,0.8139285672214861,0.7855514096660139,0.028360097463151525
detection.detection_gmm.mean,0.49835776209259713,0.5151182044738326,0.5075581555044236,0.008499773798225809
detection.detection_linear.mean,0.5647687754082059,0.5992937653654604,0.5835324207828094,0.017457207406144617
privacy.delta-presence.score,9.555555552016461,11.727272721942148,10.833406524476436,1.135637308786593
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,1.00000001,5.00000001,3.333333343333333,2.0816659994661326
privacy.k-map.score,2.0,3.0,2.6666666666666665,0.5773502691896258
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,1.00000001,5.00000001,3.333333343333333,2.0816659994661326
privacy.identifiability_score.,0.11356466876971609,0.11987381703470032,0.11768314055380302,0.0035691223018605523
privacy.identifiability_score._privacy.identifiability_score.OC,0.14879074658254468,0.157465825446898,0.1520329477742727,0.004734294657988114
prdc_precision,0.8116,0.8479,0.8238666666666666,0.020814978581140377
prdc_recall,0.7158,0.9067,0.8316666666666667,0.1017900944755104
nn_identifiability,0.5273,0.562,0.5456333333333334,0.01743339706807983
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0012,0.0023,0.0017333333333333333,0.0005507570547286102
