metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03690277061164921
sanity.close_values_probability.score,0.9743746186699207
sanity.distant_values_probability.score,0.0006101281269066504
stats.jensenshannon_dist.marginal,0.004255735285089866
stats.inv_kl_divergence.marginal,0.9600186712678271
stats.ks_test.marginal,0.8919443437616802
stats.max_mean_discrepancy.joint,0.002116152299054734
stats.wasserstein_dist.joint,0.3743252158164978
stats.alpha_precision.delta_precision_alpha_OC,0.8632910954161473
stats.alpha_precision.delta_coverage_beta_OC,0.3605421686746989
stats.alpha_precision.authenticity_OC,0.5602409638554217
stats.alpha_precision.delta_precision_alpha_naive,0.9292826478327102
stats.alpha_precision.delta_coverage_beta_naive,0.3790160642570283
stats.alpha_precision.authenticity_naive,0.5346385542168675
stats.prdc.precision,0.8554216867469879
stats.prdc.recall,0.9792556436851739
stats.prdc.density,0.7551204819277109
stats.prdc.coverage,0.6113483831604637
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.24149166618665108
performance.linear_model.syn_ood,0.19492906627047976
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-3033.594388318198
performance.mlp.syn_ood,-3083.4337414652955
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9433160578206949
performance.xgb.syn_ood,0.9423005422145725
performance.feat_rank_distance.corr,0.4545454545454545
performance.feat_rank_distance.pvalue,0.04473689858238469
detection.detection_xgb.mean,0.9286283499616429
detection.detection_gmm.mean,0.48327227309205495
detection.detection_linear.mean,0.563310562546748
privacy.delta-presence.score,19.4999999025
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,6.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,6.00000001
privacy.identifiability_score.,0.1842586943258084
privacy.identifiability_score._privacy.identifiability_score.OC,0.17388651616839537
prdc_precision,0.6069
prdc_recall,0.6516
nn_identifiability,0.6034
coverage_score,1.0
mmd,0.0017
