metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.015397660479533433
sanity.close_values_probability.score,0.9902025905014945
sanity.distant_values_probability.score,0.0033211557622052474
stats.jensenshannon_dist.marginal,0.0043785036327584495
stats.inv_kl_divergence.marginal,0.8948770810405396
stats.ks_test.marginal,0.9394881394482855
stats.max_mean_discrepancy.joint,0.0013846385861694358
stats.wasserstein_dist.joint,1.9782931804656982
stats.alpha_precision.delta_precision_alpha_OC,0.9296969696969697
stats.alpha_precision.delta_coverage_beta_OC,0.41719696969696973
stats.alpha_precision.authenticity_OC,0.5965909090909091
stats.alpha_precision.delta_precision_alpha_naive,0.9524033437826541
stats.alpha_precision.delta_coverage_beta_naive,0.3159090909090908
stats.alpha_precision.authenticity_naive,0.5670454545454545
stats.prdc.precision,0.9863636363636363
stats.prdc.recall,0.9352374626369977
stats.prdc.density,0.9872727272727273
stats.prdc.coverage,0.3467286615742278
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7482485212216308
performance.linear_model.syn_ood,0.7484085412692967
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8320625730752951
performance.xgb.syn_ood,0.8322887710922571
performance.feat_rank_distance.corr,0.31465740659049807
performance.feat_rank_distance.pvalue,3.673232169087798e-60
detection.detection_xgb.mean,0.8724617489043813
detection.detection_gmm.mean,0.5233355729236507
detection.detection_linear.mean,0.5412114708484606
privacy.delta-presence.score,13.909090902768595
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,4.00000001
privacy.k-map.score,5.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,4.00000001
privacy.identifiability_score.,0.08568581866489539
privacy.identifiability_score._privacy.identifiability_score.OC,0.0
prdc_precision,0.583
prdc_recall,0.6235
nn_identifiability,0.6045
coverage_score,1.0
mmd,0.005
