metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.22186705955224542
sanity.close_values_probability.score,0.5115633672525439
sanity.distant_values_probability.score,0.004625346901017576
stats.jensenshannon_dist.marginal,0.009851450128374328
stats.inv_kl_divergence.marginal,0.9616483561358898
stats.ks_test.marginal,0.9111036147259917
stats.max_mean_discrepancy.joint,0.007215656742421278
stats.wasserstein_dist.joint,0.0428646020591259
stats.alpha_precision.delta_precision_alpha_OC,0.7767418546365915
stats.alpha_precision.delta_coverage_beta_OC,0.4217543859649122
stats.alpha_precision.authenticity_OC,0.5548872180451128
stats.alpha_precision.delta_precision_alpha_naive,0.9311278195488721
stats.alpha_precision.delta_coverage_beta_naive,0.36200501253132844
stats.alpha_precision.authenticity_naive,0.631578947368421
stats.prdc.precision,0.8616541353383459
stats.prdc.recall,0.9925994449583718
stats.prdc.density,0.7139849624060151
stats.prdc.coverage,0.793709528214616
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8200249964957965
performance.linear_model.syn_ood,0.8210099861416469
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.6477746355803689
performance.mlp.syn_ood,0.6973684210526316
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8741442587205107
performance.xgb.syn_ood,0.8735162952951979
performance.feat_rank_distance.corr,0.26771922362756356
performance.feat_rank_distance.pvalue,4.410099854876107e-09
detection.detection_xgb.mean,0.7893051240492424
detection.detection_gmm.mean,0.5226949863137105
detection.detection_linear.mean,0.5437752727954038
privacy.delta-presence.score,2.9615384603994084
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,22.00000001
privacy.k-map.score,15.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,22.00000001
privacy.identifiability_score.,0.23866790009250693
privacy.identifiability_score._privacy.identifiability_score.OC,0.34320074005550416
prdc_precision,0.7323
prdc_recall,0.9167
nn_identifiability,0.7051
coverage_score,1.0
mmd,0.0012
