metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.14864565900158444
sanity.close_values_probability.score,0.8038852913968547
sanity.distant_values_probability.score,0.0009250693802035153
stats.jensenshannon_dist.marginal,0.008430021584383364
stats.inv_kl_divergence.marginal,0.9679569315857477
stats.ks_test.marginal,0.9136553945249598
stats.max_mean_discrepancy.joint,0.005568202645057682
stats.wasserstein_dist.joint,0.04130518436431885
stats.alpha_precision.delta_precision_alpha_OC,0.843358024691358
stats.alpha_precision.delta_coverage_beta_OC,0.4471111111111111
stats.alpha_precision.authenticity_OC,0.5081481481481481
stats.alpha_precision.delta_precision_alpha_naive,0.9024197530864198
stats.alpha_precision.delta_coverage_beta_naive,0.3551604938271604
stats.alpha_precision.authenticity_naive,0.6162962962962963
stats.prdc.precision,0.9051851851851852
stats.prdc.recall,0.9888991674375578
stats.prdc.density,0.7442962962962963
stats.prdc.coverage,0.7798334875115633
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8137302732292264
performance.linear_model.syn_ood,0.8148819631103038
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.8173971356074452
performance.mlp.syn_ood,0.7970647773279352
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8721488722409934
performance.xgb.syn_ood,0.8706990550513446
performance.feat_rank_distance.corr,0.2693522232653409
performance.feat_rank_distance.pvalue,3.5571029604489093e-09
detection.detection_xgb.mean,0.7395322169754668
detection.detection_gmm.mean,0.49269321335330896
detection.detection_linear.mean,0.5582468566877169
privacy.delta-presence.score,2.6249999967187496
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,19.00000001
privacy.k-map.score,8.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,19.00000001
privacy.identifiability_score.,0.2627197039777983
privacy.identifiability_score._privacy.identifiability_score.OC,0.33117483811285847
prdc_precision,0.7585
prdc_recall,0.8955
nn_identifiability,0.6747
coverage_score,1.0
mmd,0.0013
