metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.01652254149171716
sanity.close_values_probability.score,0.9923613417469279
sanity.distant_values_probability.score,0.0029890401859847225
stats.jensenshannon_dist.marginal,0.005907720283561329
stats.inv_kl_divergence.marginal,0.8659836176601936
stats.ks_test.marginal,0.9226220272465363
stats.max_mean_discrepancy.joint,0.0015154544712548015
stats.wasserstein_dist.joint,2.0425448417663574
stats.alpha_precision.delta_precision_alpha_OC,0.873008535946504
stats.alpha_precision.delta_coverage_beta_OC,0.4152815013404826
stats.alpha_precision.authenticity_OC,0.5388739946380697
stats.alpha_precision.delta_precision_alpha_naive,0.9622970016332316
stats.alpha_precision.delta_coverage_beta_naive,0.34361036639857
stats.alpha_precision.authenticity_naive,0.5576407506702413
stats.prdc.precision,0.9879356568364611
stats.prdc.recall,0.9168050481567586
stats.prdc.density,0.9788203753351207
stats.prdc.coverage,0.2758219860511458
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7278207371785814
performance.linear_model.syn_ood,0.7276162905753782
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8278285198723234
performance.xgb.syn_ood,0.8281817521275021
performance.feat_rank_distance.corr,0.2693835744849795
performance.feat_rank_distance.pvalue,1.4258385620063418e-44
detection.detection_xgb.mean,0.8643996670308518
detection.detection_gmm.mean,0.5079640063767688
detection.detection_linear.mean,0.510402396860996
privacy.delta-presence.score,24.27777776429012
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,7.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.07157090667552309
privacy.identifiability_score._privacy.identifiability_score.OC,0.09332447691796746
prdc_precision,0.496
prdc_recall,0.6592
nn_identifiability,0.6549
coverage_score,1.0
mmd,0.0048
