metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.007761162311202414
sanity.close_values_probability.score,0.9926934573231485
sanity.distant_values_probability.score,0.00033211557622052476
stats.jensenshannon_dist.marginal,0.005396992051826951
stats.inv_kl_divergence.marginal,0.8681937687838411
stats.ks_test.marginal,0.9305311275401337
stats.max_mean_discrepancy.joint,0.0015836658884934279
stats.wasserstein_dist.joint,2.0615763664245605
stats.alpha_precision.delta_precision_alpha_OC,0.8299043755433209
stats.alpha_precision.delta_coverage_beta_OC,0.4528478057889822
stats.alpha_precision.authenticity_OC,0.542016806722689
stats.alpha_precision.delta_precision_alpha_naive,0.9479925303454715
stats.alpha_precision.delta_coverage_beta_naive,0.3971055088702148
stats.alpha_precision.authenticity_naive,0.5434173669467787
stats.prdc.precision,0.9859943977591037
stats.prdc.recall,0.9566589173032215
stats.prdc.density,0.973109243697479
stats.prdc.coverage,0.2950846894719362
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7287904187157467
performance.linear_model.syn_ood,0.7286747195890604
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.835073138051162
performance.xgb.syn_ood,0.8353714711121689
performance.feat_rank_distance.corr,0.22530784421175523
performance.feat_rank_distance.pvalue,1.0723453891027997e-31
detection.detection_xgb.mean,0.8195952790911291
detection.detection_gmm.mean,0.516836101441795
detection.detection_linear.mean,0.5172468661551164
privacy.delta-presence.score,16.999999915
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,2.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,2.00000001
privacy.identifiability_score.,0.07007638658253072
privacy.identifiability_score._privacy.identifiability_score.OC,0.09730986383261375
prdc_precision,0.6022
prdc_recall,0.685
nn_identifiability,0.5939
coverage_score,1.0
mmd,0.0039
