metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.006945692937500507
sanity.close_values_probability.score,0.9939393939393939
sanity.distant_values_probability.score,0.0030303030303030303
stats.jensenshannon_dist.marginal,0.011655633116517138
stats.inv_kl_divergence.marginal,0.8710817553732262
stats.ks_test.marginal,0.860611091944109
stats.max_mean_discrepancy.joint,0.00492783623713415
stats.wasserstein_dist.joint,0.03812398388981819
stats.alpha_precision.delta_precision_alpha_OC,0.9736955764541971
stats.alpha_precision.delta_coverage_beta_OC,0.5442424242424242
stats.alpha_precision.authenticity_OC,0.5181818181818182
stats.alpha_precision.delta_precision_alpha_naive,0.930282131661442
stats.alpha_precision.delta_coverage_beta_naive,0.442020202020202
stats.alpha_precision.authenticity_naive,0.5363636363636364
stats.prdc.precision,0.9981024667931688
stats.prdc.recall,0.9212121212121213
stats.prdc.density,1.0762808349146111
stats.prdc.coverage,0.996969696969697
performance.linear_model.gt,0.5104160533806608
performance.linear_model.syn_id,0.523213045170718
performance.linear_model.syn_ood,0.5132801595492278
performance.mlp.gt,-2.2988603336741944
performance.mlp.syn_id,-2.2980893834261265
performance.mlp.syn_ood,-3.234939915204442
performance.xgb.gt,0.4757466193148698
performance.xgb.syn_id,0.3476419270233432
performance.xgb.syn_ood,0.3645515576661292
performance.feat_rank_distance.corr,0.7999999999999999
performance.feat_rank_distance.pvalue,0.013981724353829097
detection.detection_xgb.mean,0.8125895069291296
detection.detection_gmm.mean,0.5365657926978681
detection.detection_linear.mean,0.6368542568542569
privacy.delta-presence.score,2.9999999700000006
privacy.k-anonymization.gt,1.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,1.0
privacy.distinct l-diversity.gt,1.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.4909090909090909
privacy.identifiability_score._privacy.identifiability_score.OC,0.593939393939394
prdc_precision,0.8615
prdc_recall,0.8576
nn_identifiability,0.5948
coverage_score,1.0
mmd,0.025
