metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03579775087951668,0.03734772144590804,0.03673619485656073,0.0008250808584337256
sanity.close_values_probability.score,0.9816961561928005,0.9847467968273338,0.9827130364043115,0.0017612881915486163
sanity.distant_values_probability.score,0.0006101281269066504,0.0012202562538133007,0.0008135041692088671,0.00035225763830971674
stats.jensenshannon_dist.marginal,0.003397710394723986,0.004423407098794214,0.0039002001568526658,0.0005131620926565808
stats.inv_kl_divergence.marginal,0.9465878841387396,0.9616065176777352,0.9557003867542929,0.008006275845587585
stats.ks_test.marginal,0.887257678840631,0.9067898980486966,0.8949661359807375,0.010396090504843036
stats.max_mean_discrepancy.joint,0.0022226715274966313,0.0023834723045321805,0.0023107272669869038,8.148641401697267e-05
stats.wasserstein_dist.joint,0.38554349541664124,0.4174894690513611,0.39757104714711505,0.017373418832862156
stats.alpha_precision.delta_precision_alpha_OC,0.9147232037691402,0.9670647603027754,0.9457400932537349,0.027483886495474563
stats.alpha_precision.delta_coverage_beta_OC,0.3734417344173443,0.4040339702760086,0.39131404526291974,0.015933660393429482
stats.alpha_precision.authenticity_OC,0.5056910569105691,0.6019108280254777,0.5464680016924632,0.049758186759617434
stats.alpha_precision.delta_precision_alpha_naive,0.917550058892815,0.9331063767479317,0.923660546297593,0.00829717670210974
stats.alpha_precision.delta_coverage_beta_naive,0.4118963486454653,0.43999999999999995,0.4225358670997977,0.015244189929786062
stats.alpha_precision.authenticity_naive,0.5286624203821656,0.5600706713780919,0.5433988354648013,0.015793319727010383
stats.prdc.precision,0.8869426751592356,0.9333333333333333,0.9059341700864513,0.024311313341459764
stats.prdc.recall,0.9804758999389872,0.9938987187309335,0.9875940614195647,0.006748285549333753
stats.prdc.density,0.8035031847133759,0.863089430894309,0.8371563135653414,0.030534064860743747
stats.prdc.coverage,0.6253813300793166,0.6802928615009152,0.650193207240187,0.027835041059061427
performance.linear_model.gt,0.6775116107744574,0.6775116107744574,0.6775116107744573,1.3597399555105182e-16
performance.linear_model.syn_id,0.0655177900809852,0.3844036514964316,0.27120878080056643,0.17843401390219604
performance.linear_model.syn_ood,0.0057812605032389495,0.34821912505719144,0.2267828416780511,0.19170513598733704
performance.mlp.gt,-6192.146104570998,-6192.146104570998,-6192.146104570998,0.0
performance.mlp.syn_id,-24482.25882293052,-2252.1898944572736,-12936.625838530961,11140.028563601954
performance.mlp.syn_ood,-23424.976466588756,-2377.085115419293,-12631.155601491075,10534.32154608936
performance.xgb.gt,0.955559134422183,0.955559134422183,0.9555591344221831,1.3597399555105182e-16
performance.xgb.syn_id,0.9301421340002982,0.9449664353093592,0.9396495457742309,0.008252898569647641
performance.xgb.syn_ood,0.9282964320456978,0.9431510636396265,0.9378789231950865,0.00831260262173815
performance.feat_rank_distance.corr,0.303030303030303,0.5151515151515151,0.4141414141414141,0.10642074497831051
performance.feat_rank_distance.pvalue,0.020980351631393297,0.19694994338223504,0.09359981400201307,0.09192173152405675
detection.detection_xgb.mean,0.8671355850390011,0.9161257063059928,0.8972573171021385,0.026362592618520465
detection.detection_gmm.mean,0.5018891536759404,0.507811778945715,0.5052177787046728,0.003028882253498749
detection.detection_linear.mean,0.54299810619498,0.5976162092533988,0.5775364286143035,0.030042825570058683
privacy.delta-presence.score,5.749999985625,7.666666641111111,6.638888864745371,0.9658521426163555
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,2.00000001,4.00000001,3.0000000099999995,1.0
privacy.k-map.score,1.0,2.0,1.3333333333333333,0.5773502691896257
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,2.00000001,4.00000001,3.0000000099999995,1.0
privacy.identifiability_score.,0.18486882245271508,0.20378279438682123,0.191376855806386,0.010748188132376497
privacy.identifiability_score._privacy.identifiability_score.OC,0.0,0.18974984746796827,0.11694122432377467,0.10228399688458735
prdc_precision,0.6025,0.629,0.6175333333333334,0.013605268587327954
prdc_recall,0.8328,0.8444,0.8370666666666665,0.006379132647416403
nn_identifiability,0.5505,0.5956,0.5783333333333333,0.024336050076652408
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0008,0.0049,0.0032666666666666664,0.0021733231083604053
