metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09552954267687683
sanity.close_values_probability.score,0.898527865404837
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.004221401358711857
stats.inv_kl_divergence.marginal,0.9622822985459376
stats.ks_test.marginal,0.9481872953121868
stats.max_mean_discrepancy.joint,0.0014032997354700989
stats.wasserstein_dist.joint,0.617210865020752
stats.alpha_precision.delta_precision_alpha_OC,0.7201022690955577
stats.alpha_precision.delta_coverage_beta_OC,0.47868328539469485
stats.alpha_precision.authenticity_OC,0.4928092042186002
stats.alpha_precision.delta_precision_alpha_naive,0.9455879921975733
stats.alpha_precision.delta_coverage_beta_naive,0.3216363055289231
stats.alpha_precision.authenticity_naive,0.6145733461169702
stats.prdc.precision,0.9789069990412272
stats.prdc.recall,0.9035226077812829
stats.prdc.density,1.0134228187919463
stats.prdc.coverage,0.48948475289169296
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8323865486599191
performance.linear_model.syn_ood,0.8322012521181495
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.5636446739994188
performance.mlp.syn_ood,0.5776030986557302
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.882296576410862
performance.xgb.syn_ood,0.8822338726216842
performance.feat_rank_distance.corr,0.38270973096341376
performance.feat_rank_distance.pvalue,3.114253871328904e-56
detection.detection_xgb.mean,0.863187891349044
detection.detection_gmm.mean,0.5053311203295051
detection.detection_linear.mean,0.5846947076223779
privacy.delta-presence.score,6.789473682423822
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,3.00000001
privacy.k-map.score,4.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,3.00000001
privacy.identifiability_score.,0.129863301787592
privacy.identifiability_score._privacy.identifiability_score.OC,0.20084121976866456
prdc_precision,0.8389
prdc_recall,0.7976
nn_identifiability,0.5342
coverage_score,1.0
mmd,0.0011
