metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03308781321380236,0.03690277061164921,0.035592299011883176,0.002169729802574411
sanity.close_values_probability.score,0.9743746186699207,0.9865771812080537,0.9804758999389872,0.006101281269066505
sanity.distant_values_probability.score,0.0006101281269066504,0.0006101281269066504,0.0006101281269066504,0.0
stats.jensenshannon_dist.marginal,0.004255735285089866,0.004958401531084827,0.004589501375430734,0.00035264821738417734
stats.inv_kl_divergence.marginal,0.9535680621509968,0.9600186712678271,0.9576635678432011,0.003560103865658548
stats.ks_test.marginal,0.8803005127521513,0.899600615881196,0.8906151574650091,0.009718464248860728
stats.max_mean_discrepancy.joint,0.0020503159603598962,0.0022221048073393247,0.0021295243555846514,8.667156920530428e-05
stats.wasserstein_dist.joint,0.3389133810997009,0.3743252158164978,0.3545984427134196,0.018048575659171853
stats.alpha_precision.delta_precision_alpha_OC,0.09579667644183776,0.8632910954161473,0.4390461927958311,0.3901052553305343
stats.alpha_precision.delta_coverage_beta_OC,0.02776148582600202,0.3605421686746989,0.20983958707768294,0.16859437459331628
stats.alpha_precision.authenticity_OC,0.017595307917888565,0.5602409638554217,0.23743001776197173,0.28560314406713544
stats.alpha_precision.delta_precision_alpha_naive,0.9292826478327102,0.9666634469879906,0.9531222435146316,0.020709265992132315
stats.alpha_precision.delta_coverage_beta_naive,0.3790160642570283,0.410752688172043,0.39301037468146144,0.016196881478194054
stats.alpha_precision.authenticity_naive,0.530812324929972,0.5381231671554252,0.5345246821007549,0.0036567511065819513
stats.prdc.precision,0.8554216867469879,0.8768328445747801,0.8678009969018405,0.011091147311370337
stats.prdc.recall,0.9713239780353874,0.9847467968273338,0.9784421395159649,0.006748285549333812
stats.prdc.density,0.7551204819277109,0.809384164222874,0.7766836215459932,0.028795279373967787
stats.prdc.coverage,0.6113483831604637,0.673581452104942,0.6432784218019116,0.03114842025949324
performance.linear_model.gt,0.6775116107744574,0.6775116107744574,0.6775116107744573,1.3597399555105182e-16
performance.linear_model.syn_id,-0.47933569989545044,0.387457297094476,0.04987108779522557,0.4640811992043989
performance.linear_model.syn_ood,-0.5739936675228506,0.3528620717431171,-0.008734176503084575,0.49585726544576186
performance.mlp.gt,-6192.146104570998,-6192.146104570998,-6192.146104570998,0.0
performance.mlp.syn_id,-6593.776259461968,-2189.5527926799086,-3938.9744801533584,2337.5373621307162
performance.mlp.syn_ood,-6652.441555233849,-2054.4130489998497,-3930.0961152329983,2413.108869777861
performance.xgb.gt,0.955559134422183,0.955559134422183,0.9555591344221831,1.3597399555105182e-16
performance.xgb.syn_id,0.939621790241427,0.9433160578206949,0.9412305276111534,0.001892723380708781
performance.xgb.syn_ood,0.9376693833001595,0.9423005422145725,0.9397047246379623,0.002365905415129173
performance.feat_rank_distance.corr,0.2424242424242424,0.5454545454545454,0.4141414141414141,0.15550307392263285
performance.feat_rank_distance.pvalue,0.013770768197851531,0.3108100139957779,0.12310589359200473,0.16329223165896048
detection.detection_xgb.mean,0.9008903503439226,0.9286283499616429,0.9157533608489978,0.013975454464550778
detection.detection_gmm.mean,0.47656809539368294,0.49643738610661375,0.48542591819745057,0.010108205517733376
detection.detection_linear.mean,0.563310562546748,0.5943369136444516,0.5750156754465073,0.016857124281078703
privacy.delta-presence.score,6.499999989166667,19.4999999025,10.833333293611112,7.5055534494281115
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,4.00000001,6.00000001,5.00000001,1.0
privacy.k-map.score,2.0,4.0,2.6666666666666665,1.1547005383792515
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,4.00000001,6.00000001,5.00000001,1.0
privacy.identifiability_score.,0.18181818181818182,0.19097010372178158,0.18568232662192394,0.004739141833529002
privacy.identifiability_score._privacy.identifiability_score.OC,0.01525320317266626,0.17388651616839537,0.07585926377872687,0.08568191871030557
prdc_precision,0.5812,0.6173,0.6018,0.018582518666746935
prdc_recall,0.6516,0.7578,0.6908666666666666,0.05825541462673951
nn_identifiability,0.5841,0.608,0.5985,0.01268108828137399
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0017,0.0043,0.0028333333333333335,0.0013316656236958787
