metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.14935386008159532
sanity.close_values_probability.score,0.790009250693802
sanity.distant_values_probability.score,0.0009250693802035153
stats.jensenshannon_dist.marginal,0.00852684093958339
stats.inv_kl_divergence.marginal,0.9694840432387825
stats.ks_test.marginal,0.9207226153816221
stats.max_mean_discrepancy.joint,0.004926120976097903
stats.wasserstein_dist.joint,0.009313954971730709
stats.alpha_precision.delta_precision_alpha_OC,0.8265774378585086
stats.alpha_precision.delta_coverage_beta_OC,0.424155513065647
stats.alpha_precision.authenticity_OC,0.5516252390057361
stats.alpha_precision.delta_precision_alpha_naive,0.9302740599107712
stats.alpha_precision.delta_coverage_beta_naive,0.2805608667941364
stats.alpha_precision.authenticity_naive,0.6424474187380497
stats.prdc.precision,0.887189292543021
stats.prdc.recall,0.9592969472710453
stats.prdc.density,0.7602294455066922
stats.prdc.coverage,0.8260869565217391
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8188006667823459
performance.linear_model.syn_ood,0.8194337827941925
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.8107358678258126
performance.mlp.syn_ood,0.7371963562753037
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8958321582713842
performance.xgb.syn_ood,0.895540167858675
performance.feat_rank_distance.corr,0.340907636255026
performance.feat_rank_distance.pvalue,7.895012452207939e-14
detection.detection_xgb.mean,0.8292253973153804
detection.detection_gmm.mean,0.513183846169132
detection.detection_linear.mean,0.5543807656427916
privacy.delta-presence.score,1.579999999684
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,13.00000001
privacy.k-map.score,16.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,13.00000001
privacy.identifiability_score.,0.2839962997224792
privacy.identifiability_score._privacy.identifiability_score.OC,0.4199814986123959
prdc_precision,0.7744
prdc_recall,0.8159
nn_identifiability,0.6657
coverage_score,1.0
mmd,0.0009
