metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.20435880523678043
sanity.close_values_probability.score,0.5772432932469935
sanity.distant_values_probability.score,0.0037002775208140612
stats.jensenshannon_dist.marginal,0.008141514356344238
stats.inv_kl_divergence.marginal,0.9703438043736762
stats.ks_test.marginal,0.9236566773515765
stats.max_mean_discrepancy.joint,0.005014531479854992
stats.wasserstein_dist.joint,0.009702901355922222
stats.alpha_precision.delta_precision_alpha_OC,0.8355348837209303
stats.alpha_precision.delta_coverage_beta_OC,0.3859844961240312
stats.alpha_precision.authenticity_OC,0.573953488372093
stats.alpha_precision.delta_precision_alpha_naive,0.9057364341085271
stats.alpha_precision.delta_coverage_beta_naive,0.2765891472868218
stats.alpha_precision.authenticity_naive,0.6790697674418604
stats.prdc.precision,0.88
stats.prdc.recall,0.9463459759481961
stats.prdc.density,0.7410232558139536
stats.prdc.coverage,0.820536540240518
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8128991485658144
performance.linear_model.syn_ood,0.8138434873280692
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.8002309085963859
performance.mlp.syn_ood,0.7405364372469636
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8714579899485185
performance.xgb.syn_ood,0.8712529870029762
performance.feat_rank_distance.corr,0.20234691718870043
performance.feat_rank_distance.pvalue,9.200442087612002e-06
detection.detection_xgb.mean,0.823173551324339
detection.detection_gmm.mean,0.49557899395483795
detection.detection_linear.mean,0.5390907052159866
privacy.delta-presence.score,1.9090909073553717
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,25.00000001
privacy.k-map.score,11.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,25.00000001
privacy.identifiability_score.,0.272895467160037
privacy.identifiability_score._privacy.identifiability_score.OC,0.46345975948196116
prdc_precision,0.773
prdc_recall,0.8122
nn_identifiability,0.6817
coverage_score,1.0
mmd,0.0018
