metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.19444005679814275
sanity.close_values_probability.score,0.6253469010175763
sanity.distant_values_probability.score,0.0009250693802035153
stats.jensenshannon_dist.marginal,0.008699770691615887
stats.inv_kl_divergence.marginal,0.9666883861218759
stats.ks_test.marginal,0.9131373258791511
stats.max_mean_discrepancy.joint,0.005299203667413432
stats.wasserstein_dist.joint,0.010231736116111279
stats.alpha_precision.delta_precision_alpha_OC,0.8222432262129805
stats.alpha_precision.delta_coverage_beta_OC,0.4051669817265281
stats.alpha_precision.authenticity_OC,0.5434782608695652
stats.alpha_precision.delta_precision_alpha_naive,0.9002976772483324
stats.alpha_precision.delta_coverage_beta_naive,0.27372400756143667
stats.alpha_precision.authenticity_naive,0.6540642722117203
stats.prdc.precision,0.8818525519848771
stats.prdc.recall,0.9481961147086031
stats.prdc.density,0.7361058601134216
stats.prdc.coverage,0.8214616096207216
performance.linear_model.gt,0.8229259663143148
performance.linear_model.syn_id,0.8026683346747712
performance.linear_model.syn_ood,0.8031850689231037
performance.mlp.gt,0.7811703360489194
performance.mlp.syn_id,0.7990295953717537
performance.mlp.syn_ood,0.7579453441295546
performance.xgb.gt,0.9193500817760143
performance.xgb.syn_id,0.8872157726917473
performance.xgb.syn_ood,0.8868253876819854
performance.feat_rank_distance.corr,0.3369108328588202
performance.feat_rank_distance.pvalue,1.5343385128106804e-13
detection.detection_xgb.mean,0.8456458370449184
detection.detection_gmm.mean,0.5228160841883736
detection.detection_linear.mean,0.5609526819427613
privacy.delta-presence.score,2.3333333307407407
privacy.k-anonymization.gt,21.0
privacy.k-anonymization.syn,19.00000001
privacy.k-map.score,9.0
privacy.distinct l-diversity.gt,21.0
privacy.distinct l-diversity.syn,19.00000001
privacy.identifiability_score.,0.2627197039777983
privacy.identifiability_score._privacy.identifiability_score.OC,0.43293246993524515
prdc_precision,0.7495
prdc_recall,0.7697
nn_identifiability,0.6805
coverage_score,1.0
mmd,0.0005
