metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.013285673765091087
sanity.close_values_probability.score,0.9920292261707074
sanity.distant_values_probability.score,0.0034872135503155096
stats.jensenshannon_dist.marginal,0.004226470257777054
stats.inv_kl_divergence.marginal,0.8918618239171522
stats.ks_test.marginal,0.9398113109461037
stats.max_mean_discrepancy.joint,0.0010457354734188132
stats.wasserstein_dist.joint,1.81037437915802
stats.alpha_precision.delta_precision_alpha_OC,0.9259967745243356
stats.alpha_precision.delta_coverage_beta_OC,0.4750473100838064
stats.alpha_precision.authenticity_OC,0.49229521492295214
stats.alpha_precision.delta_precision_alpha_naive,0.9786969451203028
stats.alpha_precision.delta_coverage_beta_naive,0.2660178426601786
stats.alpha_precision.authenticity_naive,0.6058394160583942
stats.prdc.precision,0.9894566098945661
stats.prdc.recall,0.9392228495516439
stats.prdc.density,0.9933495539334957
stats.prdc.coverage,0.4789106609099967
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.6815832472966132
performance.linear_model.syn_ood,0.6815568407317445
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8489413147388067
performance.xgb.syn_ood,0.8492344348790644
performance.feat_rank_distance.corr,0.2779363860566435
performance.feat_rank_distance.pvalue,2.4705189996706354e-47
detection.detection_xgb.mean,0.8992494237703074
detection.detection_gmm.mean,0.5017615946857285
detection.detection_linear.mean,0.5387534398615678
privacy.delta-presence.score,8.190476188526077
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,3.00000001
privacy.k-map.score,6.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,3.00000001
privacy.identifiability_score.,0.12089006974427101
privacy.identifiability_score._privacy.identifiability_score.OC,0.1451345068083693
prdc_precision,0.6139
prdc_recall,0.5566
nn_identifiability,0.5863
coverage_score,1.0
mmd,0.0104
