metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.0059227133611604735
sanity.close_values_probability.score,0.9946861507804716
sanity.distant_values_probability.score,0.00033211557622052476
stats.jensenshannon_dist.marginal,0.0041059554883830915
stats.inv_kl_divergence.marginal,0.8913442763894686
stats.ks_test.marginal,0.9415633292640978
stats.max_mean_discrepancy.joint,0.0011064914388084783
stats.wasserstein_dist.joint,1.802983283996582
stats.alpha_precision.delta_precision_alpha_OC,0.0
stats.alpha_precision.delta_coverage_beta_OC,0.0
stats.alpha_precision.authenticity_OC,0.0
stats.alpha_precision.delta_precision_alpha_naive,0.9748801339922513
stats.alpha_precision.delta_coverage_beta_naive,0.26890846010141456
stats.alpha_precision.authenticity_naive,0.6084867894315452
stats.prdc.precision,0.9807846277021617
stats.prdc.recall,0.9319163068747924
stats.prdc.density,0.9926341072858288
stats.prdc.coverage,0.4456991032879442
performance.linear_model.gt,0.7135184390739095
performance.linear_model.syn_id,0.7132586789055567
performance.linear_model.syn_ood,0.7133289120730657
performance.mlp.gt,0.49823424685520823
performance.mlp.syn_id,0.5
performance.mlp.syn_ood,0.5
performance.xgb.gt,0.909559206620799
performance.xgb.syn_id,0.8538425670163725
performance.xgb.syn_ood,0.8538757935261261
performance.feat_rank_distance.corr,0.3655710755679573
performance.feat_rank_distance.pvalue,1.4785744950081296e-80
detection.detection_xgb.mean,0.9056375219054905
detection.detection_gmm.mean,0.5059255130999454
detection.detection_linear.mean,0.5172489429021969
privacy.delta-presence.score,7.644444442745679
privacy.k-anonymization.gt,4.0
privacy.k-anonymization.syn,6.00000001
privacy.k-map.score,11.0
privacy.distinct l-diversity.gt,4.0
privacy.distinct l-diversity.syn,6.00000001
privacy.identifiability_score.,0.11308535370308867
privacy.identifiability_score._privacy.identifiability_score.OC,0.13434075058120226
prdc_precision,0.6013
prdc_recall,0.5565
nn_identifiability,0.5987
coverage_score,1.0
mmd,0.0028
