metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03431797115366227
sanity.close_values_probability.score,0.9871873093349604
sanity.distant_values_probability.score,0.0012202562538133007
stats.jensenshannon_dist.marginal,0.003990153926141118
stats.inv_kl_divergence.marginal,0.9391981590109162
stats.ks_test.marginal,0.8940190738620952
stats.max_mean_discrepancy.joint,0.0027287721947032604
stats.wasserstein_dist.joint,0.4626355767250061
stats.alpha_precision.delta_precision_alpha_OC,0.16588252483927546
stats.alpha_precision.delta_coverage_beta_OC,0.07860900058445364
stats.alpha_precision.authenticity_OC,0.048728813559322036
stats.alpha_precision.delta_precision_alpha_naive,0.8725988700564972
stats.alpha_precision.delta_coverage_beta_naive,0.42796610169491534
stats.alpha_precision.authenticity_naive,0.5317796610169492
stats.prdc.precision,0.9088983050847458
stats.prdc.recall,0.9896278218425869
stats.prdc.density,0.823728813559322
stats.prdc.coverage,0.610738255033557
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.10969188552084927
performance.linear_model.syn_ood,0.05388680265242392
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-9266.905237172361
performance.mlp.syn_ood,-10044.875675631121
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9442325909268388
performance.xgb.syn_ood,0.9443457407103303
performance.feat_rank_distance.corr,0.3333333333333333
performance.feat_rank_distance.pvalue,0.15259045898802842
detection.detection_xgb.mean,0.8284783466643546
detection.detection_gmm.mean,0.5219121401081532
detection.detection_linear.mean,0.5963013728350195
privacy.delta-presence.score,7.666666641111111
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.1671751067724222
privacy.identifiability_score._privacy.identifiability_score.OC,0.0
prdc_precision,0.6674
prdc_recall,0.8963
nn_identifiability,0.5809
coverage_score,1.0
mmd,0.0053
