metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03782536445589619
sanity.close_values_probability.score,0.9810860280658938
sanity.distant_values_probability.score,0.0012202562538133007
stats.jensenshannon_dist.marginal,0.003080895699259372
stats.inv_kl_divergence.marginal,0.9356092879014001
stats.ks_test.marginal,0.9082828252535013
stats.max_mean_discrepancy.joint,0.002684816923587148
stats.wasserstein_dist.joint,0.45717525482177734
stats.alpha_precision.delta_precision_alpha_OC,0.944655887823723
stats.alpha_precision.delta_coverage_beta_OC,0.3976486860304289
stats.alpha_precision.authenticity_OC,0.5518672199170125
stats.alpha_precision.delta_precision_alpha_naive,0.8730290456431535
stats.alpha_precision.delta_coverage_beta_naive,0.4861687413554633
stats.alpha_precision.authenticity_naive,0.549792531120332
stats.prdc.precision,0.946058091286307
stats.prdc.recall,0.9945088468578401
stats.prdc.density,0.8614107883817428
stats.prdc.coverage,0.6357535082367297
performance.linear_model.gt,0.6775116107744574
performance.linear_model.syn_id,0.12165314749767439
performance.linear_model.syn_ood,0.06673156647288137
performance.mlp.gt,-6192.146104570998
performance.mlp.syn_id,-1403.6212971831612
performance.mlp.syn_ood,-1026.0090641315667
performance.xgb.gt,0.955559134422183
performance.xgb.syn_id,0.9516850729172592
performance.xgb.syn_ood,0.9501027919306653
performance.feat_rank_distance.corr,0.606060606060606
performance.feat_rank_distance.pvalue,0.005380307706696595
detection.detection_xgb.mean,0.8478980533326567
detection.detection_gmm.mean,0.4808167164391929
detection.detection_linear.mean,0.5499176877808101
privacy.delta-presence.score,7.7999999844
privacy.k-anonymization.gt,3.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,3.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.18303843807199513
privacy.identifiability_score._privacy.identifiability_score.OC,0.19951189749847467
prdc_precision,0.6618
prdc_recall,0.8853
nn_identifiability,0.5449
coverage_score,1.0
mmd,0.0011
