metric,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09552954267687683,0.10132383199544844,0.09929510758876203,0.0032643388889946165
sanity.close_values_probability.score,0.8927444794952681,0.898527865404837,0.8950227830354013,0.0030806862655532487
sanity.distant_values_probability.score,0.0010515247108307045,0.0013144058885383807,0.0012267788293024886,0.0001517745187144127
stats.jensenshannon_dist.marginal,0.004120714298578274,0.005222670302020096,0.004521595319770076,0.0006092323604932979
stats.inv_kl_divergence.marginal,0.9567809742319414,0.9622822985459376,0.9600594663979694,0.0028986127470288937
stats.ks_test.marginal,0.9399831168938697,0.9485665903872302,0.9455790008644289,0.004849887034504948
stats.max_mean_discrepancy.joint,0.0014032997354700989,0.0014439807750652163,0.0014184948728791318,2.2207242634044752e-05
stats.wasserstein_dist.joint,0.617210865020752,0.6343096494674683,0.6244871218999227,0.008829197483501802
stats.alpha_precision.delta_precision_alpha_OC,0.7028871391076115,0.7954140276800375,0.7394678119610689,0.04920949568000572
stats.alpha_precision.delta_coverage_beta_OC,0.4030183727034121,0.47868328539469485,0.4414969245814551,0.03784900357282643
stats.alpha_precision.authenticity_OC,0.4928092042186002,0.5377551020408163,0.5216710417190181,0.02504969311151565
stats.alpha_precision.delta_precision_alpha_naive,0.9455879921975733,0.945615763546798,0.945604739409888,1.4743715729312293e-05
stats.alpha_precision.delta_coverage_beta_naive,0.3216363055289231,0.3377551020408164,0.3312800754891258,0.008513788894475708
stats.alpha_precision.authenticity_naive,0.5724489795918367,0.6145733461169702,0.5971176781234081,0.021968987708645974
stats.prdc.precision,0.9734693877551021,0.9822834645669292,0.9782199504544195,0.004447023086478525
stats.prdc.recall,0.9035226077812829,0.9108832807570978,0.9071153172099544,0.0036834646962817337
stats.prdc.density,1.0,1.0171428571428571,1.0101885586449344,0.009017467315106475
stats.prdc.coverage,0.4855415352260778,0.48948475289169296,0.48738170347003157,0.001984709367841956
performance.linear_model.gt,0.8280465056642342,0.8280465056642342,0.8280465056642342,0.0
performance.linear_model.syn_id,0.8269343042229733,0.8323865486599191,0.8287994385626428,0.0031073530105847308
performance.linear_model.syn_ood,0.8266615778804145,0.8322012521181495,0.8286426818282774,0.0030884134616636833
performance.mlp.gt,0.6730413353499314,0.6730413353499314,0.6730413353499314,0.0
performance.mlp.syn_id,0.5479333999039022,0.5871592892441041,0.5662457877158084,0.01974188296633919
performance.mlp.syn_ood,0.5434153565732514,0.597273486747171,0.5727639806587175,0.027253207952449867
performance.xgb.gt,0.9172376192597799,0.9172376192597799,0.9172376192597799,0.0
performance.xgb.syn_id,0.8759955029777806,0.8869761700118273,0.88175608313349,0.005510250617287113
performance.xgb.syn_ood,0.8757863066450323,0.8869539294193032,0.8816580362286732,0.005606036056853379
performance.feat_rank_distance.corr,0.38270973096341376,0.4276367660280794,0.40659105055674666,0.022597347365962035
performance.feat_rank_distance.pvalue,9.359228239680234e-70,3.114253871328904e-56,1.0380846380463478e-56,1.7980152985783545e-56
detection.detection_xgb.mean,0.8520876817771856,0.863187891349044,0.858741636578455,0.005870188898484758
detection.detection_gmm.mean,0.48938689323505874,0.51879322495446,0.504503746173008,0.01472061470503171
detection.detection_linear.mean,0.5846947076223779,0.5949251366636978,0.5904818166810704,0.0052459266486565344
privacy.delta-presence.score,6.789473682423822,8.322580642476586,7.64341204690436,0.7813530519769888
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,3.00000001,6.00000001,4.00000001,1.7320508075688772
privacy.k-map.score,4.0,5.0,4.333333333333333,0.5773502691896258
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,3.00000001,6.00000001,4.00000001,1.7320508075688772
privacy.identifiability_score.,0.12749737118822294,0.1332807570977918,0.13021381002453558,0.0029075814972024253
privacy.identifiability_score._privacy.identifiability_score.OC,0.17981072555205047,0.20084121976866456,0.19304241149667015,0.011519875936964019
prdc_precision,0.8276,0.8494,0.8386333333333335,0.010902446208687928
prdc_recall,0.7976,0.8365,0.8217,0.021051603264359713
nn_identifiability,0.5342,0.5411,0.5383666666666667,0.0036665151483845386
coverage_score,1.0,1.0,1.0,0.0
mmd,0.0009,0.0015,0.0011666666666666668,0.00030550504633038936
