metric,value
sanity.data_mismatch.score,0.0
sanity.common_rows_proportion.score,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09445467005179085
sanity.close_values_probability.score,0.8974763406940063
sanity.distant_values_probability.score,0.0013144058885383807
stats.jensenshannon_dist.marginal,0.0046174577303597
stats.inv_kl_divergence.marginal,0.9714797796245951
stats.ks_test.marginal,0.9464497935496204
stats.max_mean_discrepancy.joint,0.0019303587407696042
stats.wasserstein_dist.joint,0.7464611530303955
stats.alpha_precision.delta_precision_alpha_OC,0.6431182795698925
stats.alpha_precision.delta_coverage_beta_OC,0.43795698924731186
stats.alpha_precision.authenticity_OC,0.5467741935483871
stats.alpha_precision.delta_precision_alpha_naive,0.9531182795698925
stats.alpha_precision.delta_coverage_beta_naive,0.4350537634408602
stats.alpha_precision.authenticity_naive,0.5177419354838709
stats.prdc.precision,0.9790322580645161
stats.prdc.recall,0.9621451104100947
stats.prdc.density,1.0022580645161292
stats.prdc.coverage,0.463459516298633
performance.linear_model.gt,0.8280465056642342
performance.linear_model.syn_id,0.8247697797520276
performance.linear_model.syn_ood,0.8245008146670196
performance.mlp.gt,0.6730413353499314
performance.mlp.syn_id,0.5393096207933086
performance.mlp.syn_ood,0.5438558517505886
performance.xgb.gt,0.9172376192597799
performance.xgb.syn_id,0.8799850319445544
performance.xgb.syn_ood,0.8796584056140844
performance.feat_rank_distance.corr,0.4520921225534269
performance.feat_rank_distance.pvalue,9.65478789568776e-78
detection.detection_xgb.mean,0.7489986731112891
detection.detection_gmm.mean,0.4955642456199844
detection.detection_linear.mean,0.5833419524394896
privacy.delta-presence.score,12.285714279863946
privacy.k-anonymization.gt,14.0
privacy.k-anonymization.syn,1.00000001
privacy.k-map.score,2.0
privacy.distinct l-diversity.gt,14.0
privacy.distinct l-diversity.syn,1.00000001
privacy.identifiability_score.,0.11829652996845426
privacy.identifiability_score._privacy.identifiability_score.OC,0.13590956887486855
prdc_precision,0.8516
prdc_recall,0.9101
nn_identifiability,0.5264
coverage_score,1.0
mmd,0.0012
